id_persona	forma	clip	occurrence	local_start_s	local_end_s	absolute_start_s	absolute_end_s	prob_min	text	centre_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	estat
pa-045	a nivell	clips/pa-045__a-nivell__624.85.wav	1	1.760	2.320	626.610	627.170	0.5800	a nivell	2.040		562.16	1189.09	2221.57	tokenització small; no és consens de dos models; pendent d'audició
pa-048	a nivell	clips/pa-048__a-nivell__435.77.wav	1	3.520	3.740	439.290	439.510	0.8845	a nivell	3.630		1007.74	2457.18	3383.11	tokenització small; no és consens de dos models; pendent d'audició
pa-055	a nivell	clips/pa-055__a-nivell__38.09.wav	1	0.360	1.190	38.450	39.280	0.8532	a nivell	0.775		794.55	1446.74	2640.90	tokenització small; no és consens de dos models; pendent d'audició
pa-057	a nivell	clips/pa-057__a-nivell__417.13.wav	1	2.680	3.070	419.810	420.200	0.8796	a nivell	2.875		679.03	1720.53	2485.65	tokenització small; no és consens de dos models; pendent d'audició
pa-059	a nivell	clips/pa-059__a-nivell__142.93.wav	1	3.600	3.840	146.530	146.770	0.6888	a nivell	3.720	143.66	584.03	1942.54	3000.57	tokenització small; no és consens de dos models; pendent d'audició
pa-060	a nivell	clips/pa-060__a-nivell__201.93.wav	1	3.790	4.180	205.720	206.110	0.6465	a nivell	3.985	124.35	460.11	1746.14	2410.62	tokenització small; no és consens de dos models; pendent d'audició
pa-061	a nivell	clips/pa-061__a-nivell__1357.21.wav	1	1.210	1.970	1358.420	1359.180	0.8152	a nivell	1.590	142.96	716.20	1596.29	2488.07	tokenització small; no és consens de dos models; pendent d'audició
pa-063	a nivell	clips/pa-063__a-nivell__1143.61.wav	1	2.440	2.860	1146.050	1146.470	0.7218	a nivell	2.650	172.69	402.79	1702.63	2771.91	tokenització small; no és consens de dos models; pendent d'audició
pa-065	a nivell	clips/pa-065__a-nivell__529.09.wav	1	4.260	5.440	533.350	534.530	0.2078	a nivell	4.850		1146.32	1895.07	3362.50	tokenització small; no és consens de dos models; pendent d'audició
pa-065	a nivell	clips/pa-065__a-nivell__529.09.wav	2	6.810	7.160	535.900	536.250	0.6973	a nivell	6.985		861.69	2096.13	3232.88	tokenització small; no és consens de dos models; pendent d'audició
pa-066	a nivell	clips/pa-066__a-nivell__25.21.wav	1	2.800	3.080	28.010	28.290	0.6618	a nivell	2.940	90.32	428.24	1808.50	2615.37	tokenització small; no és consens de dos models; pendent d'audició
pa-003	tirar endavant	clips/pa-003__tirar-endavant__361.93.wav	1	0.980	2.000	362.910	363.930	0.9453	tirar endavant	1.490		598.99	1996.39	3141.58	tokenització small; no és consens de dos models; pendent d'audició
pa-017	tirar endavant	clips/pa-017__tirar-endavant__49.85.wav	1	2.520	2.800	52.370	52.650	0.2057	tirar endavant	2.660	165.36	776.27	1807.60	3107.29	tokenització small; no és consens de dos models; pendent d'audició
pa-029	tirar endavant	clips/pa-029__tirar-endavant__56.73.wav	1	4.940	5.640	61.670	62.370	0.8813	tirar endavant	5.290	96.64	531.97	1679.56	2495.43	tokenització small; no és consens de dos models; pendent d'audició
pa-030	tirar endavant	clips/pa-030__tirar-endavant__185.61.wav	1	1.620	2.480	187.230	188.090	0.8976	tirar endavant	2.050	111.23	675.34	2043.46	3871.85	tokenització small; no és consens de dos models; pendent d'audició
pa-031	tirar endavant	clips/pa-031__tirar-endavant__146.09.wav	1	0.970	2.000	147.060	148.090	0.8395	tirar endavant	1.485		819.12	1525.80	2620.74	tokenització small; no és consens de dos models; pendent d'audició
pa-033	tirar endavant	clips/pa-033__tirar-endavant__135.69.wav	1	2.580	3.370	138.270	139.060	0.9053	tirar endavant	2.975	101.60	393.59	2016.90	2689.83	tokenització small; no és consens de dos models; pendent d'audició
pa-034	tirar endavant	clips/pa-034__tirar-endavant__690.33.wav	1	3.440	4.350	693.770	694.680	0.8661	tirar endavant	3.895	182.02	376.80	2535.15	3097.48	tokenització small; no és consens de dos models; pendent d'audició
pa-041	tirar endavant	clips/pa-041__tirar-endavant__102.25.wav	1	0.200	1.000	102.450	103.250	0.9401	tirar endavant	0.600	152.49	404.10	2234.81	2740.50	tokenització small; no és consens de dos models; pendent d'audició
pa-056	tirar endavant	clips/pa-056__tirar-endavant__185.53.wav	1	1.620	2.520	187.150	188.050	0.9073	tirar endavant	2.070	105.22	1300.85	2292.14	3951.58	tokenització small; no és consens de dos models; pendent d'audició
pa-057	tirar endavant	clips/pa-057__tirar-endavant__56.61.wav	1	4.990	5.730	61.600	62.340	0.9330	tirar endavant	5.360	97.58	480.53	1704.35	2473.20	tokenització small; no és consens de dos models; pendent d'audició
pa-059	tirar endavant	clips/pa-059__tirar-endavant__49.77.wav	1	2.270	2.800	52.040	52.570	0.7573	tirar endavant	2.535	150.58	591.97	1475.80	2775.32	tokenització small; no és consens de dos models; pendent d'audició
pa-003	ensenyança	clips/pa-003__ensenyan-a__279.69.wav	1	2.720	3.590	282.410	283.280	0.6760	ensenyança	3.155	161.49	656.50	854.82	1855.85	tokenització small; no és consens de dos models; pendent d'audició
pa-041	ensenyança	clips/pa-041__ensenyan-a__523.25.wav	1	6.270	6.940	529.520	530.190	0.7954	ensenyança	6.605	145.05	433.77	1670.25	2698.89	tokenització small; no és consens de dos models; pendent d'audició
pa-002	reformeta	clips/pa-002__reformeta__12.25.wav	1	3.500	4.400	15.750	16.650	0.3873	reformeta	3.950		722.84	2133.10	3577.82	tokenització small; no és consens de dos models; pendent d'audició
pa-022	reformeta	clips/pa-022__reformeta__125.53.wav	1	2.700	3.400	128.230	128.930	0.6595	reformeta	3.050	120.08	412.42	1343.62	2307.46	tokenització small; no és consens de dos models; pendent d'audició
pa-025	reformeta	clips/pa-025__reformeta__1085.53.wav	1	2.140	2.900	1087.670	1088.430	0.4505	reformeta	2.520	194.08	360.05	2218.53	3237.70	tokenització small; no és consens de dos models; pendent d'audició
pa-026	reformeta	clips/pa-026__reformeta__138.61.wav	1	3.050	3.740	141.660	142.350	0.9543	reformeta	3.395		1614.53	2453.52	3662.27	tokenització small; no és consens de dos models; pendent d'audició
pa-034	reformeta	clips/pa-034__reformeta__191.33.wav	1	6.120	6.680	197.450	198.010	0.4659	reformeta	6.400	197.33	521.85	693.49	2143.04	tokenització small; no és consens de dos models; pendent d'audició
pa-038	reformeta	clips/pa-038__reformeta__1821.69.wav	1	2.840	3.710	1824.530	1825.400	0.9688	reformeta	3.275	193.86	520.45	1443.84	3004.74	tokenització small; no és consens de dos models; pendent d'audició
pa-055	reformeta	clips/pa-055__reformeta__139.05.wav	1	2.850	3.800	141.900	142.850	0.9557	reformeta	3.325		368.71	1818.78	2634.03	tokenització small; no és consens de dos models; pendent d'audició
