id_a	id_b	formes_compartides	formes	nota
pa-014	pa-060	19	a veure;aleshores;bé;doncs;llavors;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van veure;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-014	pa-061	20	a veure;bé;clar;doncs;evidentment;llavors;negacio_lexical_candidat=tampoc;o sigui;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-014	pa-062	25	bé;clar;doncs;evidentment;o sigui;padrí;perifrasi_past_candidata=va agafar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va portar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-014	pa-063	22	a veure;aleshores;bé;clar;doncs;llavors;negacio_lexical_candidat=tampoc;o sigui;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig començar;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-014	pa-064	24	a veure;bé;clar;doncs;evidentment;llavors;o sigui;padrí;perifrasi_past_candidata=va començar;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig començar;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'anaven;pronom_en_candidat=n'ha;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-014	pa-065	23	a veure;aleshores;bé;clar;comú;doncs;llavors;negacio_lexical_candidat=tampoc;o sigui;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-014	pa-066	14	Escaldes;Sant Julià;bé;evidentment;llavors;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van veure;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-016	8	bé;doncs;llavors;o sigui;parròquia;perquè;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-017	8	bé;doncs;llavors;perquè;possessius_candidat=nostres;possessius_candidat=seves;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-018	12	bé;doncs;llavors;parròquia;perifrasi_past_candidata=va donar;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-019	10	bé;doncs;llavors;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-020	9	bé;doncs;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-021	8	bé;doncs;parròquia;perquè;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-022	7	bé;doncs;llavors;o sigui;perquè;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-023	7	bé;llavors;parròquia;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-024	14	bé;doncs;incoatiu_eix_candidat=decideix;llavors;o sigui;parròquia;perifrasi_past_candidata=va donar;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-025	9	bé;doncs;o sigui;parròquia;perifrasi_past_candidata=va donar;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-026	9	bé;doncs;llavors;o sigui;perifrasi_past_candidata=va donar;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-027	11	bé;doncs;llavors;o sigui;parròquia;perquè;possessius_candidat=seu;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-015	pa-028	6	bé;doncs;llavors;perquè;pronom_en_candidat=en;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
